,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1406,Scotland,GB-SCT,12/20/2020,59832.0,59832.0,0.0,0.0,5838.0,1.1,1.1,0.0,1069.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1413,Scotland,GB-SCT,12/27/2020,94173.0,94173.0,0.0,0.0,4906.0,1.72,1.72,0.0,898.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1420,Scotland,GB-SCT,1/3/2021,115533.0,115489.0,44.0,0.0,3051.0,2.11,2.11,0.0,558.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1427,Scotland,GB-SCT,1/10/2021,166135.0,163377.0,2758.0,0.0,7229.0,3.04,2.99,0.05,1323.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1428,Scotland,GB-SCT,1/11/2021,178799.0,175942.0,2857.0,12664.0,8005.0,3.27,3.22,0.05,1465.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1429,Scotland,GB-SCT,1/12/2021,194955.0,191965.0,2990.0,16156.0,9281.0,3.57,3.51,0.05,1699.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1430,Scotland,GB-SCT,1/13/2021,211397.0,208207.0,3190.0,16442.0,10597.0,3.87,3.81,0.06,1940.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1431,Scotland,GB-SCT,1/14/2021,228171.0,224840.0,3331.0,16774.0,11960.0,4.18,4.12,0.06,2189.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1434,Scotland,GB-SCT,1/17/2021,268689.0,264991.0,3698.0,0.0,14651.0,4.92,4.85,0.07,2682.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1435,Scotland,GB-SCT,1/18/2021,288468.0,284582.0,3886.0,19779.0,15667.0,5.28,5.21,0.07,2868.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1436,Scotland,GB-SCT,1/19/2021,314079.0,309909.0,4170.0,25611.0,17018.0,5.75,5.67,0.08,3115.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1437,Scotland,GB-SCT,1/20/2021,339337.0,334871.0,4466.0,25258.0,18277.0,6.21,6.13,0.08,3345.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1438,Scotland,GB-SCT,1/21/2021,363143.0,358454.0,4689.0,23806.0,19282.0,6.65,6.56,0.09,3529.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1439,Scotland,GB-SCT,1/22/2021,385855.0,380667.0,5188.0,22712.0,20597.0,7.06,6.97,0.09,3770.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1440,Scotland,GB-SCT,1/23/2021,409421.0,404038.0,5383.0,23566.0,22034.0,7.49,7.4,0.1,4033.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1441,Scotland,GB-SCT,1/24/2021,420940.0,415402.0,5538.0,11519.0,21750.0,7.7,7.6,0.1,3981.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1442,Scotland,GB-SCT,1/25/2021,443960.0,437900.0,6060.0,23020.0,22213.0,8.13,8.02,0.11,4066.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1443,Scotland,GB-SCT,1/26/2021,468688.0,462092.0,6596.0,24728.0,22087.0,8.58,8.46,0.12,4043.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1444,Scotland,GB-SCT,1/27/2021,498441.0,491658.0,6783.0,29753.0,22729.0,9.12,9.0,0.12,4160.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1445,Scotland,GB-SCT,1/28/2021,522950.0,515855.0,7095.0,24509.0,22830.0,9.57,9.44,0.13,4179.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1446,Scotland,GB-SCT,1/29/2021,551008.0,543370.0,7638.0,28058.0,23593.0,10.09,9.95,0.14,4318.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1447,Scotland,GB-SCT,1/30/2021,574063.0,566269.0,7794.0,23055.0,23520.0,10.51,10.36,0.14,4305.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1448,Serbia,SRB,1/8/2021,7000.0,-102015.06302521005,0.0,0.0,0.0,0.1,-0.3020693277310956,0.0,0.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1450,Serbia,SRB,1/10/2021,9300.0,-99715.06302521005,0.0,0.0,1150.0,0.14,-0.2620693277310956,0.0,169.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1454,Serbia,SRB,1/14/2021,18136.0,-90879.06302521005,0.0,0.0,1856.0,0.27,-0.1320693277310956,0.0,273.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1460,Serbia,SRB,1/20/2021,44611.0,-64404.06302521005,0.0,0.0,4098.0,0.66,0.2579306722689044,0.0,602.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1461,Serbia,SRB,1/21/2021,84832.0,-24183.063025210053,0.0,40221.0,9528.0,1.25,0.8479306722689044,0.0,1400.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1462,Serbia,SRB,1/22/2021,119711.0,10695.936974789947,0.0,34879.0,13880.0,1.76,1.3579306722689044,0.0,2040.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1463,Serbia,SRB,1/23/2021,163355.0,54339.93697478995,0.0,43644.0,19485.0,2.4,1.9979306722689043,0.0,2864.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1464,Serbia,SRB,1/24/2021,217800.0,108784.93697478995,0.0,54445.0,26632.0,3.2,2.7979306722689046,0.0,3914.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1465,Serbia,SRB,1/25/2021,256521.0,147505.93697478995,0.0,38721.0,31534.0,3.77,3.3679306722689044,0.0,4634.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1466,Serbia,SRB,1/26/2021,319504.0,210488.93697478995,0.0,62983.0,39901.0,4.7,4.297930672268905,0.0,5864.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1467,Serbia,SRB,1/27/2021,361830.0,252814.93697478995,0.0,42326.0,45317.0,5.32,4.917930672268905,0.0,6660.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1468,Serbia,SRB,1/28/2021,401556.0,292540.93697478995,0.0,39726.0,45246.0,5.9,5.497930672268905,0.0,6649.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1469,Serbia,SRB,1/29/2021,430759.0,321743.93697478995,0.0,29203.0,44435.0,6.33,5.9279306722689045,0.0,6530.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1470,Serbia,SRB,1/30/2021,437380.0,328364.93697478995,0.0,6621.0,39146.0,6.43,6.027930672268904,0.0,5753.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.srbija.gov.rs/vest/en/166989/serbia-second-in-europe-by-number-of-covid-immunisations-per-million-people.php
1471,Seychelles,SYC,1/9/2021,0.0,-109015.06302521005,0.0,0.0,0.0,0.0,-0.4020693277310956,0.0,0.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1475,Seychelles,SYC,1/13/2021,2000.0,-107015.06302521005,0.0,0.0,500.0,2.03,1.6279306722689042,0.0,5084.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1477,Seychelles,SYC,1/15/2021,4000.0,-105015.06302521005,0.0,0.0,667.0,4.07,3.6679306722689047,0.0,6783.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1478,Seychelles,SYC,1/16/2021,7000.0,-102015.06302521005,0.0,3000.0,1000.0,7.12,6.7179306722689045,0.0,10169.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1481,Seychelles,SYC,1/19/2021,10976.0,-98039.06302521005,0.0,0.0,1354.0,11.16,10.757930672268905,0.0,13769.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1482,Seychelles,SYC,1/20/2021,13163.0,-95852.06302521005,0.0,2187.0,1595.0,13.39,12.987930672268906,0.0,16219.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1484,Seychelles,SYC,1/22/2021,16890.0,-92125.06302521005,0.0,0.0,1841.0,17.18,16.777930672268905,0.0,18721.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1485,Seychelles,SYC,1/23/2021,18353.0,-90662.06302521005,0.0,1463.0,1622.0,18.66,18.257930672268905,0.0,16494.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1487,Seychelles,SYC,1/25/2021,19889.0,-89126.06302521005,0.0,0.0,1463.0,20.22,19.817930672268904,0.0,14877.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1488,Seychelles,SYC,1/26/2021,20650.0,-88365.06302521005,0.0,761.0,1382.0,21.0,20.597930672268905,0.0,14053.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1489,Seychelles,SYC,1/27/2021,25587.0,-83428.06302521005,0.0,4937.0,1775.0,26.02,25.617930672268905,0.0,18050.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1490,Seychelles,SYC,1/28/2021,28779.0,-80236.06302521005,0.0,3192.0,1965.0,29.26,28.857930672268907,0.0,19982.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1491,Seychelles,SYC,1/29/2021,30861.0,-78154.06302521005,0.0,2082.0,1996.0,31.38,30.977930672268904,0.0,20297.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1644390705762054
1492,Singapore,SGP,1/11/2021,3400.0,3400.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/update-on-covid-19-vaccination-programme
1493,Singapore,SGP,1/12/2021,6200.0,6200.0,0.0,2800.0,2800.0,0.11,0.11,0.0,479.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/update-on-covid-19-vaccination-programme
1503,Singapore,SGP,1/22/2021,60000.0,60000.0,0.0,0.0,5380.0,1.03,1.03,0.0,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/update-on-covid-19-vaccination-programme
1509,Singapore,SGP,1/28/2021,113050.0,113000.0,50.0,0.0,8347.0,1.93,1.93,0.0,1427.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/update-on-covid-19-vaccination-programme
1510,Slovakia,SVK,1/4/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1511,Slovakia,SVK,1/5/2021,425.0,425.0,0.0,425.0,425.0,0.01,0.01,0.0,78.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1512,Slovakia,SVK,1/6/2021,6618.0,6618.0,0.0,6193.0,3309.0,0.12,0.12,0.0,606.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1513,Slovakia,SVK,1/7/2021,13631.0,13631.0,0.0,7013.0,4544.0,0.25,0.25,0.0,832.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1514,Slovakia,SVK,1/8/2021,20548.0,20548.0,0.0,6917.0,5137.0,0.38,0.38,0.0,941.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1515,Slovakia,SVK,1/9/2021,22281.0,22281.0,0.0,1733.0,4456.0,0.41,0.41,0.0,816.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1516,Slovakia,SVK,1/10/2021,25326.0,25326.0,0.0,3045.0,4221.0,0.46,0.46,0.0,773.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1517,Slovakia,SVK,1/11/2021,29221.0,29221.0,0.0,3895.0,4174.0,0.54,0.54,0.0,765.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1518,Slovakia,SVK,1/12/2021,39735.0,39735.0,0.0,10514.0,5616.0,0.73,0.73,0.0,1029.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1519,Slovakia,SVK,1/13/2021,46243.0,46243.0,0.0,6508.0,5661.0,0.85,0.85,0.0,1037.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1520,Slovakia,SVK,1/14/2021,53830.0,53830.0,0.0,7587.0,5743.0,0.99,0.99,0.0,1052.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1521,Slovakia,SVK,1/15/2021,61372.0,61372.0,0.0,7542.0,5832.0,1.12,1.12,0.0,1068.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1522,Slovakia,SVK,1/16/2021,62580.0,62580.0,0.0,1208.0,5757.0,1.15,1.15,0.0,1054.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1523,Slovakia,SVK,1/17/2021,62634.0,62634.0,0.0,54.0,5330.0,1.15,1.15,0.0,976.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1524,Slovakia,SVK,1/18/2021,71617.0,71035.0,582.0,8983.0,6057.0,1.31,1.3,0.01,1109.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1525,Slovakia,SVK,1/19/2021,78663.0,77624.0,1039.0,7046.0,5561.0,1.44,1.42,0.02,1019.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1526,Slovakia,SVK,1/20/2021,85957.0,84057.0,1900.0,7294.0,5673.0,1.57,1.54,0.03,1039.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1527,Slovakia,SVK,1/21/2021,92828.0,90284.0,2544.0,6871.0,5571.0,1.7,1.65,0.05,1020.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1528,Slovakia,SVK,1/22/2021,99090.0,96421.0,2669.0,6262.0,5388.0,1.81,1.77,0.05,987.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1529,Slovakia,SVK,1/23/2021,99366.0,96697.0,2669.0,276.0,5255.0,1.82,1.77,0.05,963.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1530,Slovakia,SVK,1/24/2021,99366.0,96697.0,2669.0,0.0,5247.0,1.82,1.77,0.05,961.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1531,Slovakia,SVK,1/25/2021,102683.0,97860.0,4823.0,3317.0,4438.0,1.88,1.79,0.09,813.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1532,Slovakia,SVK,1/26/2021,109198.0,103993.0,5205.0,6515.0,4362.0,2.0,1.9,0.1,799.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1533,Slovakia,SVK,1/27/2021,115770.0,110295.0,5475.0,6572.0,4259.0,2.12,2.02,0.1,780.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1534,Slovakia,SVK,1/28/2021,124034.0,117051.0,6983.0,8264.0,4458.0,2.27,2.14,0.13,817.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1535,Slovakia,SVK,1/29/2021,133111.0,123796.0,9315.0,9077.0,4860.0,2.44,2.27,0.17,890.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1536,Slovakia,SVK,1/30/2021,134092.0,124774.0,9318.0,981.0,4961.0,2.46,2.29,0.17,909.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1537,Slovenia,SVN,1/3/2021,5934.0,5934.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1538,Slovenia,SVN,1/4/2021,7204.0,7204.0,0.0,1270.0,1270.0,0.35,0.35,0.0,611.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1539,Slovenia,SVN,1/5/2021,8901.0,8901.0,0.0,1697.0,1484.0,0.43,0.43,0.0,714.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1540,Slovenia,SVN,1/6/2021,12265.0,12265.0,0.0,3364.0,2110.0,0.59,0.59,0.0,1015.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1541,Slovenia,SVN,1/7/2021,16339.0,16339.0,0.0,4074.0,2601.0,0.79,0.79,0.0,1251.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1542,Slovenia,SVN,1/8/2021,19523.0,19523.0,0.0,3184.0,2718.0,0.94,0.94,0.0,1307.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1543,Slovenia,SVN,1/9/2021,19930.0,19930.0,0.0,407.0,2333.0,0.96,0.96,0.0,1122.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1544,Slovenia,SVN,1/10/2021,20546.0,20546.0,0.0,616.0,2087.0,0.99,0.99,0.0,1004.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1545,Slovenia,SVN,1/11/2021,22484.0,22484.0,0.0,1938.0,2183.0,1.08,1.08,0.0,1050.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1546,Slovenia,SVN,1/12/2021,24462.0,24462.0,0.0,1978.0,2223.0,1.18,1.18,0.0,1069.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1547,Slovenia,SVN,1/13/2021,29561.0,29561.0,0.0,5099.0,2471.0,1.42,1.42,0.0,1189.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1548,Slovenia,SVN,1/14/2021,35159.0,35159.0,0.0,5598.0,2689.0,1.69,1.69,0.0,1293.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1549,Slovenia,SVN,1/15/2021,40778.0,40778.0,0.0,5619.0,3036.0,1.96,1.96,0.0,1460.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1550,Slovenia,SVN,1/16/2021,41439.0,41439.0,0.0,661.0,3073.0,1.99,1.99,0.0,1478.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1551,Slovenia,SVN,1/17/2021,42035.0,42035.0,0.0,596.0,3070.0,2.02,2.02,0.0,1477.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1552,Slovenia,SVN,1/18/2021,43081.0,43081.0,0.0,1046.0,2942.0,2.07,2.07,0.0,1415.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1553,Slovenia,SVN,1/19/2021,43869.0,43869.0,0.0,788.0,2772.0,2.11,2.11,0.0,1333.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1554,Slovenia,SVN,1/20/2021,46467.0,46467.0,0.0,2598.0,2415.0,2.24,2.24,0.0,1162.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1555,Slovenia,SVN,1/21/2021,52098.0,46467.0,5631.0,5631.0,2420.0,2.51,2.24,0.27,1164.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1556,Slovenia,SVN,1/22/2021,54839.0,48170.0,6669.0,2741.0,2009.0,2.64,2.32,0.32,966.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1557,Slovenia,SVN,1/23/2021,55680.0,48717.0,6963.0,841.0,2034.0,2.68,2.34,0.33,978.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1558,Slovenia,SVN,1/24/2021,55978.0,48857.0,7121.0,298.0,1992.0,2.69,2.35,0.34,958.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1559,Slovenia,SVN,1/25/2021,57591.0,49744.0,7847.0,1613.0,2073.0,2.77,2.39,0.38,997.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1560,Slovenia,SVN,1/26/2021,60979.0,51128.0,9851.0,3388.0,2444.0,2.93,2.46,0.47,1176.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1561,Slovenia,SVN,1/27/2021,64972.0,51653.0,13319.0,3993.0,2644.0,3.13,2.48,0.64,1272.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1562,Slovenia,SVN,1/28/2021,70940.0,52214.0,18726.0,5968.0,2692.0,3.41,2.51,0.9,1295.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1563,Slovenia,SVN,1/29/2021,75756.0,52926.0,22830.0,4816.0,2988.0,3.64,2.55,1.1,1437.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1564,Slovenia,SVN,1/30/2021,75977.0,52942.0,23035.0,221.0,2900.0,3.65,2.55,1.11,1395.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1565,Spain,ESP,1/4/2021,82834.0,82834.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
1566,Spain,ESP,1/5/2021,139339.0,139339.0,0.0,56505.0,56505.0,0.3,0.3,0.0,1209.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
1568,Spain,ESP,1/7/2021,207323.0,207323.0,0.0,0.0,41496.0,0.44,0.44,0.0,888.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
1569,Spain,ESP,1/8/2021,277976.0,277976.0,0.0,70653.0,48786.0,0.59,0.59,0.0,1043.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
1572,Spain,ESP,1/11/2021,406091.0,406091.0,0.0,0.0,46180.0,0.87,0.87,0.0,988.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
1573,Spain,ESP,1/12/2021,488122.0,488122.0,0.0,82031.0,49826.0,1.04,1.04,0.0,1066.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
1574,Spain,ESP,1/13/2021,581638.0,581638.0,0.0,93516.0,58330.0,1.24,1.24,0.0,1248.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
